Winner,Score,P,TU,I,B,PPB,Loser,Score,P,TU,I,B,PPB,TUH
"
Heights (TX)",375,2,12,1,230,16.43,Yukon,95,0,4,1,60,15.00,19
"
Elkhorn South",325,0,15,1,180,12.00,Morris A,50,0,3,4,40,13.33,19
"
Chattahoochee B",355,3,11,0,200,14.29,Park Tudor,85,0,4,1,50,12.50,21
"
Rancho Bernardo",360,4,9,2,220,16.92,Centennial B,95,0,7,3,40,5.71,20
"
Northmont",375,3,10,2,240,18.46,St. Thomas,130,1,4,1,80,16.00,20
"
Mountain View",300,2,10,0,170,14.17,Innovation Academy C,60,0,4,4,40,10.00,21
"
Acton-Boxborough",335,1,12,2,210,16.15,Grissom,100,0,4,0,60,15.00,18
"
White Station A",310,1,12,3,190,14.62,Troy (NY),80,0,5,2,40,8.00,21
"
Thomas Jefferson Science & Tech B (VA)",475,6,9,1,300,20.00,Ithaca,260,3,5,1,170,21.25,23
"
Plano West A",415,4,9,1,270,20.77,LASA,205,3,4,0,120,17.14,20
"
East Chapel Hill",410,4,9,0,260,20.00,Strake Jesuit A,200,3,4,3,130,18.57,21
"
Midtown Classical (FL)",235,1,10,0,120,10.91,Cookeville,35,0,4,3,10,2.50,17
"
Maggie Walker Governor's School B",305,3,9,0,170,14.17,Bronx Science,110,1,4,1,60,12.00,19
"
Great Valley",325,2,9,3,220,20.00,North Gwinnett,135,0,5,1,90,18.00,18
"
Winston Churchill A",360,8,4,2,210,17.50,Raleigh Charter,170,2,5,2,100,14.29,20
"
Saint Agnes",260,1,10,1,150,13.64,Norfolk Academic Guild,75,0,6,5,40,6.67,22
"
Mason",275,2,9,3,170,15.45,Aurora,90,0,5,2,50,10.00,16
"
BASIS Silicon Valley",335,3,9,2,210,17.50,Canyon Crest B,155,4,4,3,70,8.75,22
"
Henderson B (PA)",275,1,10,0,160,14.55,Saint Francis,110,1,5,5,70,11.67,18
"
Westminster",305,1,10,0,190,17.27,Centennial A,155,0,7,3,100,14.29,19
"
White Station B",280,1,10,1,170,15.45,Henderson A (PA),130,2,4,2,70,11.67,19
"
LAMP",250,0,12,2,140,11.67,Oak Grove,100,0,5,0,50,10.00,21
"
Thomas Jefferson Classical (NC)",240,0,12,2,130,10.83,DeLaSalle,100,0,5,2,60,12.00,19
"
Lightridge",290,4,7,2,170,15.45,Francis Parker (IL),155,2,5,1,80,11.43,21
"
Hinsdale Central B",300,1,10,1,190,17.27,Plano West B,170,1,7,5,110,13.75,20
"
Edison Academy",290,3,7,1,180,18.00,Batesville,165,0,7,3,110,15.71,18
"
Manheim Township A",240,1,10,1,130,11.82,Naperville North,120,0,5,0,70,14.00,17
"
Hinsdale Central A",355,5,7,0,210,17.50,McLean A,245,4,5,3,150,16.67,22
"
Carnegie Vanguard",220,0,10,2,130,13.00,Cary Scholars,110,0,6,2,60,10.00,18
"
Wilmington Charter",315,5,6,2,190,17.27,Kickapoo,210,0,9,2,130,14.44,20
"
Beavercreek",350,5,7,3,220,18.33,Cedar Crest,245,1,8,4,170,18.89,22
"
Hallsville",175,0,10,1,80,8.00,Saratoga Springs (NY),75,0,4,3,50,12.50,23
"
Johns Creek B",290,2,9,2,180,16.36,Irondale,195,1,7,2,120,15.00,20
"
Cleveland Heights (OH)",310,4,7,0,180,16.36,Lindbergh A,215,1,8,4,140,15.56,22
"
Morgantown A",285,2,8,1,180,18.00,Kellenberg,190,2,6,0,100,12.50,19
"
Chamblee Charter",265,1,10,2,160,14.55,University School of Nashville (TN),175,0,7,1,110,15.71,20
"
West Windsor-Plainsboro North",360,5,8,1,210,16.15,Copley A,270,4,6,2,160,16.00,23
"
Staples",250,2,8,2,150,15.00,Greenwood,160,1,7,3,90,11.25,24
"
Savannah",195,1,9,0,90,9.00,Faith Lutheran,105,0,6,1,50,8.33,19
"
Dorman",210,1,7,1,130,16.25,John Adams,125,1,6,0,50,7.14,21
"
Maggie Walker Governor's School A",325,2,9,3,220,20.00,Alabama Cyber Tech,250,4,6,2,140,14.00,23
"
Amador Valley",290,2,9,0,170,15.45,Northview (GA),215,1,7,0,130,16.25,20
"
Irvin",150,2,6,0,60,7.50,Jackson Academy,75,0,4,1,40,10.00,22
"
Caddo Magnet B",215,1,9,0,110,11.00,Barrington C,145,0,6,1,90,15.00,20
"
High Tech",330,1,11,3,220,18.33,Paideia,265,2,8,1,160,16.00,23
"
Grosse Pointe North",195,0,8,1,120,15.00,Innovation Academy B,140,2,7,4,60,6.67,20
"
University Lab (IL)",220,2,7,4,140,15.56,Copley B,170,2,6,2,90,11.25,20
"
Bloomington",270,3,8,3,160,14.55,Centennial C,225,3,6,0,120,13.33,22
"
Hoover B",230,0,9,2,150,16.67,Hopkins,185,0,9,1,100,11.11,21
"
Cinco Ranch B",185,2,7,1,90,10.00,Norman North,145,0,7,1,80,11.43,20
"
Darien C",185,0,8,1,110,13.75,James W. Robinson,150,1,6,3,90,12.86,18
"
Hoover A",275,4,6,1,160,16.00,Downingtown STEM,240,1,9,3,150,15.00,21
"
Minnetonka",285,3,8,0,160,14.55,Buchholz,255,2,8,3,160,16.00,23
"
William Fremd A",320,5,6,3,200,18.18,Solon A,290,3,7,3,190,19.00,23
"
St. Joseph Central (St. Joseph, MO)",220,2,8,2,120,12.00,Lindbergh B,190,1,7,3,120,15.00,20
"
Hunter B",205,2,6,3,130,16.25,Francis Parker (CA),180,1,9,5,100,10.00,20
"
Collierville",170,0,7,0,100,14.29,Morgantown B,145,2,6,1,60,7.50,17
"
St. Paul Academy",280,1,10,1,170,15.45,Westview,260,3,7,1,150,15.00,23
"
Freeman",235,1,9,0,130,13.00,Henderson County (KY),215,0,9,3,140,15.56,19
"
Thomas Jefferson Science & Tech C (VA)",280,3,7,1,170,17.00,William Fremd B,260,4,5,2,160,17.78,19
"
Richard Montgomery B",200,1,9,1,100,10.00,Burlington,185,0,7,1,120,17.14,21
"
Academic Magnet",210,2,7,4,130,14.44,McLean B,195,4,4,5,120,15.00,22
"
Caddo Magnet A",370,4,7,2,250,22.73,Cinco Ranch A,360,7,6,1,200,15.38,24
"
Myers Park",150,0,8,0,70,8.75,Ysleta,140,1,6,1,70,10.00,21
"
Gate City",150,1,7,1,70,8.75,Eden Prairie,140,0,6,2,90,15.00,17
"
Mounds Park",195,1,7,2,120,15.00,Strake Jesuit B,190,0,10,4,110,11.00,22
"
Cave Spring",210,0,9,0,120,13.33,Rock Bridge A,205,1,8,2,120,13.33,20
"
Adlai E. Stevenson A",205,3,6,4,120,13.33,Eastside A,200,1,8,1,110,12.22,22
"
Manheim Township B",185,1,6,0,110,15.71,Westside,180,2,9,2,70,6.36,21
"
Providence",200,1,9,1,100,10.00,Quince Orchard,195,4,4,1,100,12.50,19
"
John P. Stevens",270,2,8,0,160,16.00,Troy (MI),265,1,8,2,180,20.00,20
Winner,Score,P,TU,I,B,PPB,Loser,Score,P,TU,I,B,PPB,TUH
"
John P. Stevens",355,6,10,1,170,10.62,Grand Junction A,70,1,3,3,40,10.00,20
"
St. Mark's School of Texas",350,6,6,6,230,19.17,Mississippi Math and Science,100,1,4,3,60,12.00,24
"
Thomas Jefferson Science & Tech B (VA)",370,2,13,4,230,15.33,Rancho Bernardo,140,1,6,3,80,11.43,22
"
Del Norte",315,0,11,1,210,19.09,Thomas Jefferson Science & Tech C (VA),90,2,4,6,50,8.33,18
"
Lightridge",325,1,12,2,200,15.38,Centennial B,100,2,4,4,50,8.33,20
"
Copley A",310,1,12,3,190,14.62,Cave Spring,90,0,5,2,50,10.00,20
"
Amador Valley",305,2,10,3,190,15.83,Henderson B (PA),95,0,5,3,60,12.00,18
"
Academic Magnet",310,2,12,0,160,11.43,Springfield (IL),100,1,4,1,50,10.00,20
"
Homestead",350,5,6,3,230,20.91,Johns Creek A,145,1,6,6,100,14.29,20
"
Northmont",320,1,12,3,200,15.38,Richard Montgomery B,115,1,5,2,60,10.00,20
"
Montgomery Blair",365,3,10,6,250,19.23,Seven Lakes,175,2,5,1,100,14.29,23
"
Innovation Academy A",330,1,12,1,200,15.38,Maggie Walker Governor's School A,150,2,5,6,100,14.29,20
"
Bloomington",285,3,10,4,160,12.31,Hunter B,110,1,4,1,60,12.00,20
"
High Tech",300,5,7,5,180,15.00,Yukon,130,1,5,1,70,11.67,23
"
St. John's (TX)",310,2,11,2,180,13.85,Winston Churchill B,145,0,6,3,100,16.67,20
"
McLean A",350,3,10,3,220,16.92,Bellaire,190,2,6,4,120,15.00,21
"
West Windsor-Plainsboro North",360,3,9,1,230,19.17,William Fremd A,205,2,6,5,140,17.50,22
"
Hoover A",370,6,6,4,240,20.00,Mira Loma B,220,3,6,1,120,13.33,22
"
University School of Nashville (TN)",295,3,8,4,190,17.27,White Station B,145,0,7,1,80,11.43,22
"
Evanston",275,0,11,1,170,15.45,Grosse Pointe North,140,1,6,3,80,11.43,19
"
BASIS McLean",330,9,2,7,210,19.09,Wilton,200,0,8,2,130,16.25,22
"
Carmel B",265,1,10,2,160,14.55,Hinsdale Central A,135,0,6,3,90,15.00,20
"
University Lab (IL)",300,8,4,2,150,12.50,Heights (TX),195,0,9,1,110,12.22,22
"
St. Paul Academy",235,2,9,5,140,12.73,Lambert,130,1,6,3,70,10.00,20
"
Wilmington Charter",270,2,10,0,140,11.67,Troy (MI),170,1,6,5,120,17.14,20
"
Cinco Ranch A",280,1,10,3,180,16.36,Winston Churchill A,180,2,5,4,120,17.14,19
"
Wayzata A",335,4,8,3,210,17.50,Mira Loma A,235,4,5,3,140,15.56,24
"
Wando",215,1,8,2,130,14.44,Archbishop Mitty,135,2,5,5,80,11.43,21
"
Thomas Jefferson Science & Tech D (VA)",230,1,9,3,140,14.00,Herberger,160,2,5,4,100,14.29,19
"
Saline",255,2,10,3,140,11.67,Carlisle,190,1,7,1,110,13.75,23
"
Ladue",265,4,7,3,150,13.64,Wade Hampton,205,0,10,1,110,11.00,21
"
Darien A",335,4,7,3,220,20.00,Princess Anne,285,3,8,2,170,15.45,23
"
Greenhill A (TX)",225,2,6,3,150,18.75,Mounds Park,175,0,9,3,100,11.11,19
"
Chamblee Charter",275,3,9,0,140,11.67,Kickapoo,230,2,7,4,150,16.67,24
"
Carmel A",270,3,8,3,160,14.55,Bellarmine College Prep,245,1,8,0,150,16.67,20
"
Great Valley",215,3,6,2,120,13.33,"St. Joseph Central (St. Joseph, MO)",190,1,8,3,110,12.22,20
"
Johns Creek B",190,1,7,3,120,15.00,Hanover,165,0,8,1,90,11.25,19
"
Cleveland Heights (OH)",205,2,7,3,120,13.33,Brookline,185,1,7,2,110,13.75,19
"
Staples",240,2,7,2,150,16.67,Solon B,225,1,9,0,120,12.00,22
"
Strake Jesuit A",230,1,8,1,140,15.56,Beavercreek,225,4,7,1,100,9.09,20
"
Wayzata B",200,1,8,3,120,13.33,Detroit Catholic Central A,195,0,9,5,130,14.44,20
Winner,Score,P,TU,I,B,PPB,Loser,Score,P,TU,I,B,PPB,TUH
"
Detroit Catholic Central A",625,9,11,0,380,19.00,Wando,35,0,2,3,30,15.00,22
"
Solon A",420,4,10,4,280,20.00,Plano West A,85,0,4,3,60,15.00,20
"
East Brunswick",455,6,10,1,270,16.88,Harker,185,2,4,1,120,20.00,22
"
Mira Loma A",405,3,10,0,260,20.00,Cleveland Heights (OH),150,3,3,1,80,13.33,19
"
Mira Loma B",395,7,7,4,240,17.14,High Tech,145,1,6,2,80,11.43,22
"
Canyon Crest A",365,3,11,2,220,15.71,William Fremd B,120,2,4,2,60,10.00,20
"
Troy (MI)",420,7,8,3,250,16.67,Academic Magnet,190,2,5,2,120,17.14,24
"
Rancho Bernardo",305,2,11,1,170,13.08,Thomas Jefferson Science & Tech D (VA),95,3,2,6,60,12.00,20
"
Rockford Auburn",375,5,8,0,220,16.92,Westminster,165,3,3,2,100,16.67,20
"
Stanford Online",380,3,11,5,250,17.86,Santa Monica,195,1,5,2,140,23.33,20
"
Lightridge",330,1,13,3,200,14.29,Mississippi Math and Science,170,3,5,3,90,11.25,23
"
Wilton",320,4,8,0,180,15.00,Evanston,160,1,7,5,100,12.50,21
"
Hastings",330,1,12,1,200,15.38,Downingtown STEM,175,0,7,3,120,17.14,21
"
Richard Montgomery A",360,4,9,2,220,16.92,Minnetonka,210,2,7,2,120,13.33,22
"
Dunbar A",365,3,10,0,220,16.92,Woodland,225,2,6,1,140,17.50,22
"
William Fremd A",305,2,10,3,190,15.83,Chamblee Charter,200,1,7,1,120,15.00,21
"
Northmont",340,1,12,1,210,16.15,Hinsdale Central A,245,4,4,3,160,20.00,21
"
Princess Anne",315,2,9,5,220,20.00,Staples,225,0,11,5,140,12.73,24
"
Greenhill A (TX)",270,2,10,2,150,12.50,Bellarmine College Prep,180,1,7,5,120,15.00,22
"
Raleigh Charter",310,4,8,4,190,15.83,Midtown (GA),230,2,7,2,140,15.56,22
"
Bellaire",245,4,4,3,160,20.00,St. Paul Academy,185,3,6,2,90,10.00,21
"
Maggie Walker Governor's School A",270,4,5,4,180,20.00,Bloomington,215,1,9,0,110,11.00,20
"
Winston Churchill A",285,3,7,4,190,19.00,St. John's (TX),230,2,8,0,120,12.00,21
"
University School of Nashville (TN)",300,3,8,3,190,17.27,Heights (TX),250,2,9,2,140,12.73,23
"
Johns Creek B",255,3,8,2,140,12.73,Thomas Jefferson Science & Tech C (VA),215,5,4,4,120,13.33,22
"
Cedar Crest",305,6,5,1,170,15.45,Alabama Cyber Tech,270,3,8,1,150,13.64,23
"
Ithaca",300,2,9,0,180,16.36,IMSA,270,3,6,5,190,21.11,21
"
Wissahickon",265,2,7,1,170,18.89,Wade Hampton,250,3,8,5,150,13.64,21
"
Grand Junction A",285,3,7,2,180,18.00,Amador Valley,275,4,6,1,160,16.00,20
"
Saline",265,2,8,3,170,17.00,Johns Creek A,260,2,8,6,180,18.00,21
"
Beavercreek",235,1,10,0,120,10.91,Great Valley,230,2,8,2,130,13.00,21
"
Copley A",295,2,10,3,180,15.00,Seven Lakes,290,1,10,1,180,16.36,23
Winner,Score,P,TU,I,B,PPB,Loser,Score,P,TU,I,B,PPB,TUH
"
Kinkaid",530,10,7,2,320,18.82,Cinco Ranch A,100,0,4,2,70,17.50,21
"
Barrington A",590,10,7,0,370,21.76,Del Norte,190,3,3,1,120,20.00,23
"
Ladue",475,8,6,3,310,22.14,Wayzata B,130,1,4,1,80,16.00,21
"
Thomas Jefferson Science & Tech A (VA)",445,7,6,2,290,22.31,Wayzata A,200,5,2,1,110,15.71,20
"
John P. Stevens",410,7,7,1,240,17.14,Carmel B,165,2,5,3,100,14.29,22
"
Richard Montgomery A",385,4,9,1,240,18.46,University School of Nashville (TN),155,2,4,3,100,16.67,19
"
Buffalo Grove",395,6,7,5,260,20.00,Innovation Academy A,180,1,6,1,110,15.71,22
"
Northmont",345,2,12,1,200,14.29,Grand Junction A,150,1,6,1,80,11.43,21
"
Montgomery Blair",440,5,9,3,290,20.71,Strake Jesuit A,250,3,5,3,170,21.25,23
"
Raleigh Charter",345,4,8,3,220,18.33,Winston Churchill A,160,2,4,2,100,16.67,18
"
Ithaca",340,2,11,2,210,16.15,Maggie Walker Governor's School A,195,2,7,5,120,13.33,22
"
Wilton",330,0,13,0,200,15.38,Rancho Bernardo,200,3,5,3,120,15.00,21
"
Caddo Magnet A",350,6,6,2,210,17.50,McLean A,225,1,7,2,150,18.75,20
"
Detroit Catholic Central A",340,2,11,2,210,16.15,Wissahickon,215,4,5,1,110,12.22,22
"
Mira Loma B",275,6,7,5,140,10.77,Lightridge,175,1,7,0,90,11.25,21
"
Copley A",285,2,10,1,160,13.33,Beavercreek,185,2,6,7,130,16.25,20
"
Belmont",355,4,9,3,220,16.92,Wilmington Charter,265,3,7,0,150,15.00,24
"
Hunter A",420,6,6,2,280,23.33,Darien A,345,10,1,3,200,18.18,24
"
Solon A",305,4,6,1,190,19.00,Bellaire,230,4,5,0,120,13.33,19
"
Saratoga (CA)",380,3,9,1,250,20.83,West Windsor-Plainsboro North,310,6,4,0,180,18.00,22
"
St. Mark's School of Texas",310,4,8,2,180,15.00,Hoover A,240,6,4,6,140,14.00,22
"
Detroit Country Day A",345,2,11,1,210,16.15,Carmel A,280,5,5,5,180,18.00,23
"
Homestead",335,3,8,2,220,20.00,East Chapel Hill,275,7,4,0,130,11.82,22
"
Stanford Online",295,2,9,3,190,17.27,Troy (MI),235,4,5,7,160,17.78,22
"
William Fremd A",325,3,7,2,220,22.00,Canyon Crest A,275,6,5,1,140,12.73,22
"
Mira Loma A",260,4,7,2,140,12.73,Dunbar A,215,1,7,2,140,17.50,20
"
Livingston A",385,5,8,0,230,17.69,University Lab (IL),350,8,3,4,220,20.00,24
"
Rockford Auburn",310,4,7,2,190,17.27,Saline,280,5,5,1,160,16.00,23
"
Hastings",275,2,9,1,160,14.55,Princess Anne,250,3,6,5,170,18.89,21
"
BASIS McLean",305,4,7,3,190,17.27,Thomas Jefferson Science & Tech B (VA),285,6,6,5,160,13.33,23
"
Johns Creek B",275,1,11,2,160,13.33,Cedar Crest,255,2,8,3,160,16.00,22
"
Greenhill A (TX)",230,1,10,1,120,10.91,East Brunswick,210,0,8,2,140,17.50,19
Winner,Score,P,TU,I,B,PPB,Loser,Score,P,TU,I,B,PPB,TUH
"
Thomas Jefferson Science & Tech A (VA)",510,10,5,2,320,21.33,Belmont,120,3,1,1,70,17.50,21
"
Hunter A",485,8,7,1,300,20.00,John P. Stevens,175,4,3,3,100,14.29,23
"
Strake Jesuit A",445,6,9,1,270,18.00,Northmont,135,2,4,3,80,13.33,22
"
Hoover A",395,6,8,3,240,17.14,Wilton,110,0,4,0,70,17.50,19
"
Darien A",410,6,10,2,230,14.38,Johns Creek B,130,0,5,2,90,18.00,22
"
Detroit Catholic Central A",380,1,13,3,250,17.86,Wilmington Charter,105,1,4,2,60,12.00,20
"
Buffalo Grove",500,8,8,4,320,20.00,St. Mark's School of Texas,230,4,4,2,140,17.50,24
"
West Windsor-Plainsboro North",385,6,9,1,210,14.00,Ithaca,155,2,4,1,90,15.00,22
"
Wayzata A",410,6,8,2,250,17.86,Greenhill A (TX),185,0,7,3,130,18.57,23
"
Saratoga (CA)",370,3,9,1,240,20.00,BASIS McLean,165,3,4,6,110,15.71,20
"
Barrington A",440,8,6,2,270,19.29,Montgomery Blair,250,4,5,2,150,16.67,24
"
Rockford Auburn",385,6,7,3,240,18.46,McLean A,255,5,4,2,150,16.67,22
"
Thomas Jefferson Science & Tech B (VA)",295,1,12,2,170,13.08,Mira Loma B,170,4,2,4,110,18.33,19
"
Detroit Country Day A",365,7,5,4,230,19.17,Ladue,260,3,6,1,160,17.78,22
"
Kinkaid",330,6,6,4,200,16.67,Caddo Magnet A,230,3,5,1,140,17.50,20
"
University Lab (IL)",330,5,5,3,220,22.00,Raleigh Charter,230,2,8,2,130,13.00,23
"
Stanford Online",340,4,9,0,190,14.62,Wayzata B,255,4,5,1,150,16.67,24
"
Richard Montgomery A",320,2,9,0,200,18.18,Cinco Ranch A,260,5,5,1,140,14.00,22
"
Del Norte",295,0,11,3,200,18.18,Hastings,240,0,10,2,150,15.00,23
"
Homestead",305,5,7,2,170,14.17,Livingston A,255,4,4,1,160,20.00,22
"
Solon A",335,5,7,4,210,17.50,East Chapel Hill,305,4,7,1,180,16.36,24
"
Copley A",245,2,8,1,140,14.00,Carmel B,220,5,5,5,120,12.00,22
"
Mira Loma A",250,4,6,2,140,14.00,Carmel A,230,1,8,5,160,17.78,24
"
Innovation Academy A",250,0,9,0,160,17.78,William Fremd A,235,5,5,6,140,14.00,22
Winner,Score,P,TU,I,B,PPB,Loser,Score,P,TU,I,B,PPB,TUH
"
Hunter A",525,7,8,2,350,23.33,Homestead,115,2,3,5,80,16.00,21
"
Rockford Auburn",405,4,9,3,270,20.77,Strake Jesuit A,160,2,5,2,90,12.86,21
"
John P. Stevens",445,6,8,3,290,20.71,University Lab (IL),225,1,6,0,150,21.43,24
"
Buffalo Grove",450,7,6,3,300,23.08,Thomas Jefferson Science & Tech A (VA),265,4,5,3,170,18.89,24
"
Detroit Country Day A",425,9,3,2,270,22.50,Saratoga (CA),280,5,3,1,180,22.50,23
"
Mira Loma A",360,6,7,2,210,16.15,BASIS McLean,240,0,9,4,170,18.89,24
"
St. Mark's School of Texas",350,5,6,1,220,20.00,Wayzata A,235,3,5,4,160,20.00,20
"
Thomas Jefferson Science & Tech B (VA)",340,3,9,3,220,18.33,Stanford Online,225,4,4,3,140,17.50,20
"
Ladue",315,6,5,1,180,16.36,West Windsor-Plainsboro North,210,4,4,2,120,15.00,19
"
Barrington A",410,6,6,2,270,22.50,Kinkaid,310,4,7,2,190,17.27,23
"
Darien A",355,6,5,1,220,20.00,Livingston A,285,4,7,1,160,14.55,24
"
Copley A",280,2,10,2,160,13.33,Solon A,210,3,5,7,150,18.75,21
"
Belmont",300,5,5,3,190,19.00,Innovation Academy A,245,5,4,2,140,15.56,20
"
Del Norte",290,0,11,2,190,17.27,Caddo Magnet A,250,4,5,2,150,16.67,22
"
Detroit Catholic Central A",320,3,8,1,200,18.18,Hoover A,290,6,5,4,170,15.45,24
"
Richard Montgomery A",255,5,5,4,150,15.00,Montgomery Blair,230,2,6,4,160,20.00,21
Winner,Score,P,TU,I,B,PPB,Loser,Score,P,TU,I,B,PPB,TUH
"
Hunter A",480,6,8,2,320,22.86,Detroit Country Day A,260,6,3,4,160,17.78,23
"
Thomas Jefferson Science & Tech A (VA)",435,5,9,4,290,20.71,Rockford Auburn,215,2,5,3,150,21.43,22
"
Richard Montgomery A",325,0,12,1,210,17.50,Belmont,170,3,3,7,130,21.67,21
"
Ladue",405,6,6,3,270,22.50,John P. Stevens,250,3,5,3,170,21.25,24
"
Homestead",315,4,6,3,210,21.00,Thomas Jefferson Science & Tech B (VA),215,2,7,7,150,16.67,22
"
Saratoga (CA)",350,1,10,1,240,21.82,Copley A,255,3,7,4,160,16.00,23
"
Detroit Catholic Central A",370,5,7,1,230,19.17,Kinkaid,295,7,3,4,180,18.00,23
"
Darien A",330,3,8,5,230,20.91,Mira Loma A,280,3,7,5,190,19.00,22
"
St. Mark's School of Texas",280,1,9,3,190,19.00,Del Norte,255,2,6,1,170,21.25,21
"
Barrington A",370,5,5,3,260,26.00,Buffalo Grove,355,5,7,4,230,19.17,24
Winner,Score,P,TU,I,B,PPB,Loser,Score,P,TU,I,B,PPB,TUH
"
Homestead",410,8,5,4,260,20.00,Detroit Catholic Central A,210,1,8,3,130,14.44,23
"
Saratoga (CA)",350,4,8,2,220,18.33,St. Mark's School of Texas,205,1,7,6,150,18.75,20
"
Barrington A",435,8,4,3,290,24.17,Hunter A,310,5,6,3,190,17.27,23
"
Thomas Jefferson Science & Tech A (VA)",340,7,4,3,210,19.09,Darien A,260,5,4,3,160,17.78,22
"
Detroit Country Day A",320,3,8,1,200,18.18,Richard Montgomery A,265,3,8,4,160,14.55,23
"
Buffalo Grove",340,6,5,2,210,19.09,Ladue,300,3,7,1,190,19.00,23
Winner,Score,P,TU,I,B,PPB,Loser,Score,P,TU,I,B,PPB,TUH
"
Buffalo Grove",430,3,10,3,300,23.08,Thomas Jefferson Science & Tech A (VA),280,6,3,6,190,21.11,24
"
Hunter A",360,7,5,3,220,18.33,Homestead,320,6,5,2,190,17.27,24
"
Detroit Country Day A",355,5,7,2,220,18.33,Saratoga (CA),335,6,4,3,220,22.00,24
Winner,Score,P,TU,I,B,PPB,Loser,Score,P,TU,I,B,PPB,TUH
"
Detroit Country Day A",420,7,6,3,270,20.77,Barrington A,285,6,3,3,180,20.00,22
"
Buffalo Grove",385,8,4,1,230,19.17,Hunter A,365,7,3,2,240,24.00,24
Winner,Score,P,TU,I,B,PPB,Loser,Score,P,TU,I,B,PPB,TUH
"
Buffalo Grove",420,8,6,2,250,17.86,Detroit Country Day A,265,5,4,4,170,18.89,24
Winner,Score,P,TU,I,B,PPB,Loser,Score,P,TU,I,B,PPB,TUH
"
Barrington A",555,8,8,1,360,22.50,Buffalo Grove,210,3,4,5,150,21.43,23
